,Date,Event Type,Actor 1,Actor 1 Ally,Actor 1 Type,Actor 2,Actor 2 Ally,Actor 2 Type,Interaction Type,Country,Location,Latitude,Longitude,Source,Notes,Fatalities
9043,2017-04-07,Riots/Protests,Rioters (South Africa),ANCYL: African National Congress Youth League,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Pietermaritzburg,-29.616670000000003,30.383329999999997,The Witness,"After the ANCYL interruted a peaceful march with violence, police intervened, hurling stun grenades at youth league members who went on the rampage, destroying the DA's gazebo and tables before throwing eggs at the demonstrators.",0
9044,2017-04-07,Riots/Protests,Protesters (South Africa),DA: Democratic Alliance,Protesters,,,NA,Sole protester action,South Africa,Pietermaritzburg,-29.616670000000003,30.383329999999997,The Witness,The Democratic Alliance held pickets in Pietermaritzburg.,0
9045,2017-04-07,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Plettenberg Bay,-34.05274,23.3716,African News Agency,"Thousands of Garden Route residents stood in solidarity with the rest of the country, calling for President Jacob Zuma to step down: Plettenberg Bay",0
9046,2017-04-07,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Polokwane,-23.90448,29.46885,News24,"Police used rubber bullets and teargas to disperse disgruntled Polokwane residents who blocked roads. Residents had burned tyres and blocked roads, as they joined nationwide action against President Jacob Zuma.",0
9047,2017-04-07,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Port Elizabeth,-33.91799,25.57007,African News Agency,"As South Africans came together in a series of protests across the country calling for President Jacob Zuma to step down, the youth in Port Elizabeth made their dissatisfaction with Zuma heard at a peaceful protest rally attended by thousands of residents.",0
9048,2017-04-07,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,The Citizen,"The crowd of an estimated 40 000 people from different political organisations, civil organisations, unions and the general public gathered at the Union Buildings in Pretoria in the first mass protest against a sitting government since the dawn of democracy.",0
9049,2017-04-07,Riots/Protests,Protesters (South Africa),DA: Democratic Alliance,Protesters,,,NA,Sole protester action,South Africa,Rustenburg,-25.66667,27.25,African News Agency,"The Democratic Alliance held pickets at major intersection in Rustenburg, as part of the call for President Jacob Zuma to resign as head of the country.",0
9050,2017-04-07,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Somerset West,-34.08401,18.82113,News24,Protest action at the intersection near Somerset West in Cape Town took place with burning tyres and stone throwing by protesters,0
9051,2017-04-11,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Paarl,-33.733779999999996,18.97523,GroundUp,About 300 residents of Mbekweni informal settlement marched to the Paarl Magistrates Court.,0
9052,2017-04-11,Riots/Protests,Protesters (South Africa),SATAWU: South African Transport and Allied Workers Union; NUMSA: National Union of Metalworkers of South Africa,Protesters,,,NA,Sole protester action,South Africa,Rondebosch,-33.96333,18.47639,GroundUp,"Over 150 striking workers march down Klipfontein Road in Rondebosch, Cape Town to demand better wages and working conditions. Unions were represented included SATAWU and NUMSA.",0
9053,2017-04-11,Violence against civilians,Vigilante Militia (South Africa),,Ethnic militia,Civilians (South Africa),,Civilians,Communal militia versus civilians,South Africa,Soweto,-26.26667,27.866670000000003,News24,Community members caught a man who had killed a child in Soweto and assaulted him but did not kill him.,0
9054,2017-04-12,Riots/Protests,Protesters (South Africa),HOSPERSA: Health and Other Service Personnel Trade Union of South Africa,Protesters,,,NA,Sole protester action,South Africa,Pietermaritzburg,-29.616670000000003,30.383329999999997,The Mercury (South Africa),"The Health and Other Service Personnel Trade Union of South Africa (Hospersa) marched to Northdale Hospital, protesting against a nursing operations manager allegedly being ""subjected to religious discrimination"".",0
9055,2017-04-12,Riots/Protests,Protesters (South Africa),EFF: Economic Freedom Fighters,Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,News24,"Thousands of marchers led by the EFF have gathered in Pretoria's Church Square, singing and dancing to shake off the grey clouds above them, as various political parties prepare to march to the Union Buildings to call for President Jacob Zuma to step down.",0
9056,2017-04-13,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Stutterheim,-32.57076,27.423959999999997,News24,Four people have been arrested for public violence in Stutterheim following a violent protest allegedly by Amahlathi Local Municipality workers. A municipal building was damaged and roads were blocked with burning tyres,0
9057,2017-04-14,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Port Elizabeth,-33.91799,25.57007,African News Agency,"A group of women gathered outside the Hawks offices in Port Elizabeth in support of victims they say had been roped in by ""pimps"" belonging to the pastors church. ",0
9058,2017-04-16,Riots/Protests,Rioters (South Africa),,Rioters,Rioters (South Africa),,Rioters,Rioters versus rioters,South Africa,Bochum,-23.2861,29.139640000000004,News24,"At least 15 people were injured and three houses vandalised in a dispute between members of a local church and residents in Mokhurumela, outside Senwabarana in Limpopo. Church members started hurling stones at the tavern and tavern owner's house.",0
9059,2017-04-16,Riots/Protests,Protesters (South Africa),JAI: Johannesburg Against Injustices ,Protesters,,,NA,Sole protester action,South Africa,Johannesburg,-26.202270000000002,28.043640000000003,News24,"A group of ten people from Johannesburg Against Injustices (JAI) conducted a protest"" outside the Military Museum in Saxonwold, Johannesburg where the Gupta-organised event was being held.",0
9060,2017-04-17,Violence against civilians,ANC: African National Congress,,Political militia,Civilians (South Africa),DA: Democratic Alliance,Civilians,Political militia versus civilians,South Africa,Nquthu,-28.219079999999998,30.67394,News24,"Police are investigating a case of assault after a Democratic Alliance member was attacked, allegedly by ANC members, during an election campaign in Nquthu on Monday.",0
9061,2017-04-18,Riots/Protests,Protesters (South Africa),Right2Know,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,GroundUp,Pensioners and supporters with the help of Right2Know picketed at Parliament to protest against deductions from their social grants.,0
9062,2017-04-18,Riots/Protests,Protesters (South Africa),DA: Democratic Alliance,Protesters,,,NA,Sole protester action,South Africa,Polokwane,-23.90448,29.46885,The Citizen,"The Democratic Alliance took to the streets in Polokwane, Limpopo in a march against President Jacob Zuma.",0
9063,2017-04-18,Violence against civilians,Rioters (South Africa),,Rioters,Civilians (South Africa),,Civilians,Rioters versus civilians,South Africa,Vuwani,-23.1351,30.421840000000003,News24,"Six cars were damaged by people throwing stones in Vuwani during protest action. Two people were killed in Vuwani in Limpopo on when the car they were travelling in crashed into a pipe that was being used to barricade a road (during a protest), and burst into flames.",2
9064,2017-04-19,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Manenberg,-33.98972,18.55627,Cape Times (South Africa),"Police officers arresting a teenager caught with drugs in Manenberg came under attack from angry residents, who pelted their vehicles with stones, demanding that the man be released.",0
9065,2017-04-20,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Braamfontein,-26.19816,28.02194,News24,"Student protesters handed over a memorandum to the University of the Witwatersrand, in which they demanded the removal of the Respublica facilities manager.",0
9066,2017-04-20,Riots/Protests,Protesters (South Africa),COSATU: Congress of South African Trade Unions,Protesters,,,NA,Sole protester action,South Africa,Johannesburg,-26.202270000000002,28.043640000000003,News24,"Hundreds of Congress of South African Trade Unions (Cosatu) members marched to Absa head office in Johannesburg to hand over a memorandum of demands, calling for the bank to repay bailout money paid to Bankorp by the Reserve Bank during apartheid.",0
9067,2017-04-20,Violence against civilians,Unidentified Armed Group (South Africa),,Political militia,Civilians (South Africa),ANC: African National Congress,Civilians,Political militia versus civilians,South Africa,Umzinkulu,-30.26667,29.933329999999998,African News Agency,"An ANC regional deputy decretary was shot several times and died as he arrived at his home in Emfundweni, ward 13 in Umzimkhulu.",1
9068,2017-04-21,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Coligny,-26.33172,26.32065,News24,"In Coligny, protesters looted a liquor store and stole cool drinks in service delivery protests.",0
9069,2017-04-21,Riots/Protests,Protesters (South Africa),"NEHAWU: National Education, Health and Allied Workers Union; NTEU: National Tertiary Education Union",Protesters,,,NA,Sole protester action,South Africa,Grahamstown,-33.30422,26.532759999999996,Daily Dispatch,"Both the National Education, Health and Allied Workers Union (Nehawu) and the National Tertiary Education Union (NTEU) joined protests at the Rhodes University in Grahamstown.",0
9070,2017-04-21,Riots/Protests,Protesters (South Africa),SACP: South African Communist Party,Protesters,,,NA,Sole protester action,South Africa,Johannesburg,-26.202270000000002,28.043640000000003,Eyewitness News,"Members of the South African Communist Party (SACP) picketed outside the Treasury in Pretoria, calling for an end to the capture of the financial sector.",1
9071,2017-04-21,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Klipspruit,-26.2566,27.91021,The Star,"Klipspruit residents have blocked the renovation of one of the schools in protest, claiming that they were not informed about the project.",0
9072,2017-04-21,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Lichtenburg,-26.151999999999997,26.159679999999998,News24,A truck was set alight during a service delivery protest in Lichtenburg.,0
9073,2017-04-21,Riots/Protests,Protesters (South Africa),Private Security Forces (South Africa),Protesters,,,NA,Sole protester action,South Africa,Pretoria West,-25.74841,28.154009999999996,Pretoria News,"At TUT, security workers embarked on a peaceful protest at the main campus in Pretoria West demanding that management honoured agreements made during previous protests.",0
9074,2017-04-22,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Durban,-29.8579,31.0292,GroundUp,Nearly 200 scientists and science lovers took to the streets of Durban in support of science.,0
